1	6 
2	10 
3	2 
4	11 
5	4 
6	2 
7	6 
8	9 
9	11 
10	11 
11	3 
12	9 
13	9 
14	9 
15	5 
16	4 
17	4 
18	5 
19	9 
20	8 
21	11 
22	7 
23	5 
24	7 
25	9 
26	6 
27	11 
28	10 
29	6 
30	11 
31	7 
32	5 
33	7 
34	7 
35	1 
36	9 
37	11 
38	6 
39	5 
40	3 
41	11 
42	1 
43	2 
44	11 
45	3 
46	1 
47	11 
48	6 
49	7 
50	8 
51	11 
52	9 
53	8 
54	5 
55	3 
56	5 
57	10 
58	3 
59	7 
60	5 
61	9 
62	9 
63	4 
64	9 
65	6 
66	1 
67	8 
68	6 
69	4 
70	7 
71	11 
72	7 
73	6 
74	6 
75	11 
76	7 
77	9 
78	9 
79	7 
80	4 
81	1 
82	10 
83	6 
84	4 
85	1 
86	7 
87	5 
88	11 
89	9 
90	8 
91	10 
92	2 
93	4 
94	5 
95	5 
96	2 
97	1 
98	11 
99	11 
100	5 
101	6 
102	7 
103	3 
104	3 
105	10 
106	2 
107	8 
108	9 
109	3 
110	5 
111	9 
112	6 
113	9 
114	7 
115	2 
116	5 
117	3 
118	11 
119	3 
120	6 
121	2 
122	2 
123	3 
124	9 
125	10 
126	8 
127	4 
128	3 
129	6 
130	11 
131	6 
132	6 
133	5 
134	9 
135	11 
136	6 
137	7 
138	5 
139	5 
140	6 
141	2 
142	6 
143	11 
144	3 
145	10 
146	5 
147	6 
148	3 
149	4 
150	2 
151	10 
152	2 
153	3 
154	1 
155	6 
156	9 
157	2 
158	4 
159	5 
160	9 
161	1 
162	6 
163	6 
164	4 
165	1 
166	2 
167	3 
168	9 
169	11 
170	6 
171	11 
172	2 
173	6 
174	2 
175	2 
176	2 
177	7 
178	2 
179	4 
180	5 
181	2 
182	6 
183	4 
184	10 
185	3 
186	3 
187	9 
188	11 
189	6 
190	7 
191	2 
192	7 
193	10 
194	11 
195	6 
196	5 
197	7 
198	9 
199	4 
200	10 
201	9 
202	11 
203	11 
204	1 
205	8 
206	10 
207	4 
208	2 
209	10 
210	7 
211	10 
212	9 
213	9 
214	8 
215	10 
216	11 
217	7 
218	3 
219	4 
220	4 
221	6 
222	3 
223	1 
224	11 
225	2 
226	4 
227	10 
228	3 
229	8 
230	10 
231	8 
232	11 
233	6 
234	3 
235	10 
236	11 
237	11 
238	8 
239	6 
240	6 
241	3 
242	11 
243	9 
244	10 
245	6 
246	3 
247	2 
248	6 
249	5 
250	10 
251	2 
252	11 
253	9 
254	1 
255	8 
256	2 
257	2 
258	6 
259	11 
260	9 
261	4 
262	3 
263	2 
264	6 
265	11 
266	6 
267	3 
268	7 
269	7 
270	7 
271	10 
272	4 
273	11 
274	11 
275	5 
276	8 
277	3 
278	6 
279	7 
